,process_start,boiling_stop,stretch_stop,floppiness,flostard,flüber,lard,flubberiness
182,2018-07-09 11:38:00,2018-07-09 13:38:00,2018-07-09 14:06:00,low,0.17746571134500377,20.0521295044305,20906.94457079461,546836.8268619705
183,2018-07-09 11:46:00,2018-07-09 13:51:00,2018-07-09 14:11:00,high,0.20345257688215473,20.583348842206142,20768.093670529426,531502.7785770121
184,2018-07-09 12:56:00,2018-07-09 15:03:00,2018-07-09 15:29:00,low,0.25330797017273293,18.643747218342128,19416.790581249104,642856.04675901
185,2018-07-09 15:04:00,2018-07-09 17:10:00,2018-07-09 17:38:00,low,0.0011893682174987338,21.36669170303966,18965.842276115654,475408.24532967876
186,2018-07-09 15:19:00,2018-07-09 17:25:00,2018-07-09 17:46:00,medium,0.2571938496876818,21.265916220607835,19631.176535366812,536881.8315243802
187,2018-07-09 16:11:00,2018-07-09 18:16:00,2018-07-09 18:41:00,medium,2.6733505103757995,19.018191235786645,18469.993327459604,730849.5963219514
188,2018-07-09 19:08:00,2018-07-09 21:11:00,2018-07-09 21:31:00,high,1.3413919452284402,21.00761937988053,18654.929405331317,623529.482625938
189,2018-07-09 23:04:00,2018-07-10 01:10:00,2018-07-10 01:36:00,high,2.494680671298593,21.786400454498764,19884.737879842996,596976.8951327656
190,2018-07-09 23:32:00,2018-07-10 01:36:00,2018-07-10 02:00:00,medium,0.9250740956155636,20.400424943391105,20373.39052655883,597443.2690083747
191,2018-07-10 02:15:00,2018-07-10 04:19:00,2018-07-10 04:45:00,high,0.6059049890412277,21.87515849547875,19602.933107241126,540024.8390462425
192,2018-07-10 03:36:00,2018-07-10 05:36:00,2018-07-10 05:58:00,high,0.37611831035998894,19.861647650226146,19927.35962866795,596477.6991723819
193,2018-07-10 06:19:00,2018-07-10 08:25:00,2018-07-10 08:51:00,high,0.4796207137693751,19.20907912822652,20251.854567460734,624002.6524811207
194,2018-07-10 06:59:00,2018-07-10 09:06:00,2018-07-10 09:27:00,high,1.0294930586053295,19.98704924363312,20178.924604976004,622213.8763656688
195,2018-07-10 07:10:00,2018-07-10 09:19:00,2018-07-10 09:40:00,low,1.642645787032941,19.858511749059364,18980.728238359996,668861.7395281558
196,2018-07-10 08:10:00,2018-07-10 10:15:00,2018-07-10 10:37:00,high,0.13986883288347482,16.498977752227326,19579.994653796395,708575.8213120787
197,2018-07-10 11:45:00,2018-07-10 13:46:00,2018-07-10 14:12:00,high,1.31142857592046,20.18996008348692,19758.986832321872,632191.6153555568
198,2018-07-10 14:13:00,2018-07-10 16:17:00,2018-07-10 16:38:00,low,0.005452955546253086,20.56749769884353,20167.261148547466,485919.4741311972
199,2018-07-10 14:29:00,2018-07-10 16:32:00,2018-07-10 16:57:00,low,1.0517134070957834,21.51511310356881,19616.757898198655,574122.6838640945
200,2018-07-10 14:30:00,2018-07-10 16:36:00,2018-07-10 17:00:00,high,0.6033952599719641,21.229690034618155,18750.553775689197,584116.7787954198
201,2018-07-10 15:59:00,2018-07-10 18:02:00,2018-07-10 18:22:00,low,0.2239504048745855,21.238404886799458,19057.1627799292,547991.8527735483
202,2018-07-10 17:20:00,2018-07-10 19:23:00,2018-07-10 19:50:00,high,0.9973082282703751,22.469048111427746,21849.837720866828,481395.39065481
203,2018-07-10 17:35:00,2018-07-10 19:43:00,2018-07-10 20:06:00,low,0.01795142548485079,21.313164746109482,20060.685380328745,472505.7975873826
204,2018-07-10 18:18:00,2018-07-10 20:20:00,2018-07-10 20:46:00,low,1.8235639060183793,18.141027416573394,20517.08071329649,716824.7438520794
205,2018-07-10 19:35:00,2018-07-10 21:40:00,2018-07-10 22:05:00,low,0.7455906396071303,19.861249957215474,20515.614674281012,608192.1443628554
206,2018-07-10 20:53:00,2018-07-10 23:00:00,2018-07-10 23:28:00,low,0.4635253092999545,22.722516299127122,20867.538140450848,465537.1977824274
207,2018-07-10 21:31:00,2018-07-10 23:36:00,2018-07-11 00:04:00,high,0.5546896117720244,20.39629602911624,21339.012971577984,558426.3191072278
208,2018-07-10 23:18:00,2018-07-11 01:23:00,2018-07-11 01:43:00,low,0.30801451522588985,19.97144608401214,20448.450837493467,575275.9252060493
209,2018-07-11 04:52:00,2018-07-11 06:56:00,2018-07-11 07:23:00,high,0.59132663515829,19.24232107384519,20899.023199828745,617863.3986652559
210,2018-07-11 06:58:00,2018-07-11 08:58:00,2018-07-11 09:20:00,low,4.0543493063174685,20.906106496012377,19471.97303970226,665496.9131639315
211,2018-07-11 08:18:00,2018-07-11 10:19:00,2018-07-11 10:47:00,medium,1.3945450651345737,19.343938502821132,20792.602945394032,650511.2718878641
212,2018-07-11 12:53:00,2018-07-11 14:54:00,2018-07-11 15:16:00,low,0.7359006102396353,19.199382625905905,18772.932144841037,665995.2473341074
213,2018-07-11 14:35:00,2018-07-11 16:38:00,2018-07-11 16:59:00,low,0.6206080602776224,19.439250144792528,20727.052179083028,614602.8827453767
214,2018-07-11 14:54:00,2018-07-11 16:55:00,2018-07-11 17:23:00,low,0.06983969703132886,20.52993598886693,19005.95102003612,550840.9062183723
215,2018-07-11 16:36:00,2018-07-11 18:43:00,2018-07-11 19:10:00,high,0.9750852004601108,19.69518569925703,20748.391552938512,621279.2788927443
216,2018-07-11 23:51:00,2018-07-12 01:55:00,2018-07-12 02:15:00,low,1.2716074762451965,19.383033969373514,20964.329672465756,641721.797088051
217,2018-07-11 23:53:00,2018-07-12 02:01:00,2018-07-12 02:21:00,low,0.5991759807489173,20.55708660329131,19517.71091369198,592752.3557047102
218,2018-07-12 00:17:00,2018-07-12 02:22:00,2018-07-12 02:42:00,low,1.1544761536415253,20.997204796097552,22063.294744732797,547401.2428324684
219,2018-07-12 03:08:00,2018-07-12 05:11:00,2018-07-12 05:34:00,high,1.318902780867748,21.05248575597911,22698.451889559983,538198.4475645197
220,2018-07-12 03:41:00,2018-07-12 05:45:00,2018-07-12 06:09:00,medium,0.16228929438404402,17.526278500749385,21037.053875516023,647374.04065954
221,2018-07-12 06:47:00,2018-07-12 08:53:00,2018-07-12 09:14:00,high,0.9390362353679522,20.64809384236713,20494.8908030667,585531.4002044615
222,2018-07-12 07:29:00,2018-07-12 09:38:00,2018-07-12 10:00:00,high,1.98525114412473,18.693696165001533,20915.4713431994,692525.0389121375
223,2018-07-12 09:42:00,2018-07-12 11:45:00,2018-07-12 12:14:00,low,0.011688687083261717,21.00630444367794,22658.926314580414,411431.5517523469
224,2018-07-12 13:34:00,2018-07-12 15:41:00,2018-07-12 16:05:00,low,1.6090111804503096,18.975876241879863,20003.052480210077,684987.4501603749
225,2018-07-12 15:23:00,2018-07-12 17:27:00,2018-07-12 17:54:00,medium,3.068095409569306,19.119637499617966,21115.846799129537,695284.9347238634
226,2018-07-12 15:50:00,2018-07-12 17:52:00,2018-07-12 18:18:00,low,0.111132957435882,19.43134662761357,20260.01391537377,574887.1382246861
227,2018-07-12 16:02:00,2018-07-12 18:06:00,2018-07-12 18:26:00,high,0.59357092380627,21.016268198923026,18919.299548588933,587770.6426052307
228,2018-07-12 17:52:00,2018-07-12 19:57:00,2018-07-12 20:18:00,high,0.5758506339813337,19.270933545807484,18048.21694098768,668594.8576653805
229,2018-07-12 18:19:00,2018-07-12 20:23:00,2018-07-12 20:43:00,high,0.9694172591548804,21.5087372201506,18710.291020917146,591138.9206976162
230,2018-07-12 20:36:00,2018-07-12 22:44:00,2018-07-12 23:06:00,high,0.46072213122462385,18.64838931547301,18953.019294030353,668216.534046125
231,2018-07-12 20:50:00,2018-07-12 22:55:00,2018-07-12 23:21:00,medium,0.5030661102062834,17.912981134361775,20162.167405633474,679228.6764226578
232,2018-07-12 22:28:00,2018-07-13 00:30:00,2018-07-13 00:53:00,low,0.36899532748000635,20.368884147634255,19582.37011345688,583223.3746152681
233,2018-07-12 23:18:00,2018-07-13 01:22:00,2018-07-13 01:44:00,medium,0.896689712998522,18.310491794667584,19060.082420973496,701660.2505587242
234,2018-07-13 03:50:00,2018-07-13 05:59:00,2018-07-13 06:25:00,low,0.20431524653269334,19.24574968647697,19775.573127521235,606852.1542911428
235,2018-07-13 05:10:00,2018-07-13 07:10:00,2018-07-13 07:31:00,high,3.424818850823428,20.270468305807274,22634.611443291848,628098.8236538764
236,2018-07-13 05:51:00,2018-07-13 07:54:00,2018-07-13 08:23:00,low,2.11613618519211,20.438084289842884,20509.04313826703,630646.2377949874
237,2018-07-13 07:11:00,2018-07-13 09:19:00,2018-07-13 09:47:00,medium,0.1272880168277547,20.07177409065826,20921.38785136538,537457.7081204604
238,2018-07-13 07:24:00,2018-07-13 09:32:00,2018-07-13 09:57:00,medium,1.1714654004410334,19.466637714286325,19546.34073885526,659623.9596182354
239,2018-07-13 09:47:00,2018-07-13 11:54:00,2018-07-13 12:23:00,medium,2.3434469465242778,19.662701485157072,19243.00840601981,688279.2875142181
240,2018-07-13 14:28:00,2018-07-13 16:34:00,2018-07-13 16:55:00,medium,0.9266669719980383,21.250217128796383,18722.992892716957,598810.5555829634
241,2018-07-13 18:40:00,2018-07-13 20:45:00,2018-07-13 21:05:00,high,0.6761086902863513,19.021016425112837,20735.194904662243,634869.7426767417
242,2018-07-14 00:23:00,2018-07-14 02:32:00,2018-07-14 02:57:00,medium,1.5757723412602493,19.80502604093417,21197.59906820978,629996.0067836359
243,2018-07-14 00:41:00,2018-07-14 02:42:00,2018-07-14 03:06:00,medium,0.19482923925902745,19.609010719813803,19788.331099894112,591015.2995065674
244,2018-07-14 00:41:00,2018-07-14 02:49:00,2018-07-14 03:11:00,high,0.4185952946493818,19.863030713926378,20252.341288801857,593198.6981301962
245,2018-07-14 02:02:00,2018-07-14 04:02:00,2018-07-14 04:29:00,high,0.29508469635228984,21.01828377571573,21493.356148991443,507339.77955716976
246,2018-07-14 02:54:00,2018-07-14 05:02:00,2018-07-14 05:24:00,high,0.26484939414999376,20.33179914094461,21087.172760109264,542296.9807774766
247,2018-07-14 03:33:00,2018-07-14 05:40:00,2018-07-14 06:00:00,medium,1.4317810569936857,18.66963082793779,21120.01779945419,674468.6559334033
248,2018-07-14 03:46:00,2018-07-14 05:52:00,2018-07-14 06:18:00,high,2.8726368648560503,20.47985089032533,21603.528950565826,625885.5240664112
249,2018-07-14 06:36:00,2018-07-14 08:36:00,2018-07-14 08:56:00,low,0.6497434131701774,19.992585010796958,20000.48245081448,607833.7230098653
250,2018-07-14 09:23:00,2018-07-14 11:27:00,2018-07-14 11:54:00,high,0.031329344152615124,18.5908003586812,18146.101099164345,628686.2680396944
251,2018-07-14 09:58:00,2018-07-14 11:59:00,2018-07-14 12:19:00,medium,0.8967810495891,18.186311080090086,22980.24530454522,645231.6907481721
252,2018-07-14 11:51:00,2018-07-14 13:55:00,2018-07-14 14:15:00,low,0.4106382697172772,20.352890024510245,20301.66400057537,571761.3793140594
253,2018-07-14 16:36:00,2018-07-14 18:45:00,2018-07-14 19:07:00,high,0.7014639572766393,19.11946880935684,20431.818963284044,637667.2428057413
254,2018-07-14 17:10:00,2018-07-14 19:19:00,2018-07-14 19:44:00,medium,0.02403248796964106,18.723294983267365,21140.64206049543,557085.1984773526
255,2018-07-14 17:28:00,2018-07-14 19:32:00,2018-07-14 19:55:00,high,0.3734380507363661,20.710747770713045,19229.379773581426,578110.696548086
256,2018-07-14 19:14:00,2018-07-14 21:15:00,2018-07-14 21:36:00,low,1.9488098042959416,19.46128982100766,19686.277104781948,679821.774961356
257,2018-07-14 20:22:00,2018-07-14 22:27:00,2018-07-14 22:50:00,high,0.5208032286119686,20.6814303337805,19986.390543447065,573165.1995121557
258,2018-07-14 20:28:00,2018-07-14 22:37:00,2018-07-14 22:58:00,medium,0.8577601272861392,20.831031005449006,20226.69582980532,580089.781991396
259,2018-07-14 22:13:00,2018-07-15 00:17:00,2018-07-15 00:38:00,high,1.174922422760203,19.16063323149815,19721.85482367194,668610.7015639319
260,2018-07-15 05:27:00,2018-07-15 07:28:00,2018-07-15 07:49:00,high,1.994003498283142,19.674290175073526,20533.47378450036,658325.7515394292
261,2018-07-15 07:24:00,2018-07-15 09:28:00,2018-07-15 09:55:00,high,1.7928407208814923,19.561414654675286,22655.451448118358,622023.2116003872
262,2018-07-15 08:59:00,2018-07-15 11:05:00,2018-07-15 11:33:00,medium,1.4611177318686615,19.668919983263653,18942.699927122314,671689.859759551
263,2018-07-15 11:20:00,2018-07-15 13:27:00,2018-07-15 13:47:00,low,0.33781154693047327,18.45934542389245,21139.959406412356,627256.4306335641
264,2018-07-15 12:08:00,2018-07-15 14:12:00,2018-07-15 14:33:00,medium,0.36503036907901226,18.121764039061713,20145.49763471289,660811.4052222188
265,2018-07-15 14:18:00,2018-07-15 16:27:00,2018-07-15 16:54:00,high,1.748148184749194,18.842635945510267,19848.352410001098,696562.176064708
266,2018-07-15 15:07:00,2018-07-15 17:14:00,2018-07-15 17:39:00,medium,0.8456974134194829,20.279028392271062,18550.51043047621,635092.8274317528
267,2018-07-15 17:41:00,2018-07-15 19:42:00,2018-07-15 20:11:00,low,0.28519226950520804,18.953969524341435,18960.48093262833,642769.4444150411
268,2018-07-15 19:10:00,2018-07-15 21:17:00,2018-07-15 21:40:00,medium,0.012625600187765481,19.463478558298885,19453.365879473742,555779.154834723
269,2018-07-15 20:12:00,2018-07-15 22:16:00,2018-07-15 22:41:00,low,0.4048022175190357,20.260513783793265,19368.350125585795,594793.5644629003
270,2018-07-15 21:38:00,2018-07-15 23:43:00,2018-07-16 00:08:00,high,0.4990400430484536,19.170547229717524,20588.062201998415,620608.311123666
271,2018-07-16 00:09:00,2018-07-16 02:14:00,2018-07-16 02:35:00,medium,1.6159649780189236,19.202639677264177,20644.990053559744,665602.3320184299
272,2018-07-16 00:21:00,2018-07-16 02:21:00,2018-07-16 02:49:00,low,2.259159458109195,21.28355056506315,18822.898355104546,632767.6501502561
273,2018-07-16 01:43:00,2018-07-16 03:51:00,2018-07-16 04:16:00,medium,1.4074203373091985,20.136553241446972,17755.866164885196,674521.3508126759
274,2018-07-16 03:33:00,2018-07-16 05:41:00,2018-07-16 06:09:00,low,1.1057333729249204,19.584016116820475,20132.690077317577,642220.1751691647
275,2018-07-16 04:33:00,2018-07-16 06:36:00,2018-07-16 06:57:00,medium,1.7445112415024684,18.518285952786368,20485.23714803453,699715.0136744395
276,2018-07-16 05:27:00,2018-07-16 07:27:00,2018-07-16 07:56:00,high,0.06468879314083434,17.948000732570218,20860.229058958983,612271.3178208204
277,2018-07-16 05:29:00,2018-07-16 07:37:00,2018-07-16 08:00:00,high,1.5169558190066106,22.114526087507723,18791.585991981403,584588.3450909675
278,2018-07-16 07:32:00,2018-07-16 09:39:00,2018-07-16 10:03:00,high,0.0694983521893192,19.241798033188886,20219.12775236858,573630.2524458537
279,2018-07-16 07:41:00,2018-07-16 09:49:00,2018-07-16 10:14:00,high,0.14185576633981953,18.97483605521522,20042.60172705755,603267.1097203284
280,2018-07-16 08:32:00,2018-07-16 10:38:00,2018-07-16 11:06:00,medium,1.2986591371518075,19.627266869785146,18790.369258173134,671066.679738899
281,2018-07-16 09:30:00,2018-07-16 11:36:00,2018-07-16 11:57:00,low,0.2891446297358375,20.34068404891689,20140.865518534116,565117.8537979932
282,2018-07-16 09:51:00,2018-07-16 11:55:00,2018-07-16 12:19:00,high,0.7929951255189226,21.547770092648246,20942.501861697012,532127.8816490435
283,2018-07-16 14:07:00,2018-07-16 16:09:00,2018-07-16 16:34:00,low,0.013518965954144691,19.904388629020165,20136.184513094748,523240.92602813407
284,2018-07-16 15:02:00,2018-07-16 17:06:00,2018-07-16 17:30:00,medium,0.07464533904586362,22.201674340577117,21054.966233520834,433350.075296225
285,2018-07-16 18:40:00,2018-07-16 20:44:00,2018-07-16 21:06:00,low,0.14777522700936987,20.23821898063751,18411.60088361641,590437.3788393857
286,2018-07-16 21:32:00,2018-07-16 23:41:00,2018-07-17 00:09:00,medium,0.41765717646949363,19.252274762294313,19983.722223801306,622888.4671566206
287,2018-07-16 23:17:00,2018-07-17 01:18:00,2018-07-17 01:47:00,low,0.8595691921380829,21.430765096283018,19998.074555693573,561157.1967794289
288,2018-07-17 01:37:00,2018-07-17 03:44:00,2018-07-17 04:09:00,high,0.2328258966221926,20.28437622145934,20005.843108699377,564348.0936339104
289,2018-07-17 02:44:00,2018-07-17 04:49:00,2018-07-17 05:13:00,medium,2.5703222184882155,19.493475605140354,20239.035812197846,683490.7627346816
290,2018-07-17 03:35:00,2018-07-17 05:36:00,2018-07-17 06:00:00,medium,0.2980607931499623,19.65027064692711,19705.16325017673,602502.7989232191
291,2018-07-17 04:07:00,2018-07-17 06:13:00,2018-07-17 06:37:00,low,1.1852418015937611,19.368080376527107,19748.72211592577,660402.4888601431
292,2018-07-17 06:05:00,2018-07-17 08:12:00,2018-07-17 08:35:00,low,1.426463217653435,20.966005065497658,19949.260923342987,601504.4649445276
293,2018-07-17 08:17:00,2018-07-17 10:19:00,2018-07-17 10:44:00,medium,6.052912629730039,20.526149069723225,18606.294348729974,717858.0521586965
294,2018-07-17 11:09:00,2018-07-17 13:18:00,2018-07-17 13:44:00,low,1.548883154555154,20.95184092083101,20381.256316806197,597149.5022965651
295,2018-07-17 12:12:00,2018-07-17 14:15:00,2018-07-17 14:40:00,low,0.4493872323652675,19.438441962401367,20847.845355311136,601079.2135400121
296,2018-07-17 13:16:00,2018-07-17 15:22:00,2018-07-17 15:44:00,high,0.4063871815330311,19.79943821685021,20283.01855655916,594185.9294626946
297,2018-07-17 14:48:00,2018-07-17 16:51:00,2018-07-17 17:14:00,medium,1.3595319386841018,19.542440328628448,19878.75432058019,657052.8619943527
298,2018-07-17 18:13:00,2018-07-17 20:20:00,2018-07-17 20:44:00,high,0.38894588660374135,20.93341833416911,18341.231318526297,590841.6997537565
299,2018-07-18 01:08:00,2018-07-18 03:10:00,2018-07-18 03:35:00,low,0.4779868918928509,20.472728325579528,19874.66041481804,580987.883105676
300,2018-07-18 03:31:00,2018-07-18 05:34:00,2018-07-18 06:03:00,low,1.1820392306529508,17.50280110205806,20556.348279530823,722544.52284468
301,2018-07-18 03:59:00,2018-07-18 06:00:00,2018-07-18 06:23:00,high,0.5056365521152731,19.427937856566057,19253.11470396357,635971.5300132025
302,2018-07-18 05:11:00,2018-07-18 07:17:00,2018-07-18 07:45:00,low,0.12709655762915548,20.35026965568822,20058.813898465578,545540.4378382774
303,2018-07-18 06:24:00,2018-07-18 08:28:00,2018-07-18 08:55:00,high,0.8463617357381729,21.047095532152667,21562.974152018385,542300.0242452648
304,2018-07-18 06:42:00,2018-07-18 08:51:00,2018-07-18 09:14:00,low,0.20177385288516772,20.48711343862905,19959.721047103933,553538.866863866
305,2018-07-18 08:34:00,2018-07-18 10:37:00,2018-07-18 11:02:00,medium,0.6323399544882233,20.849150456467008,19685.59355036331,579654.0840966228
306,2018-07-18 09:32:00,2018-07-18 11:40:00,2018-07-18 12:06:00,medium,2.7826899489505394,20.07439595063722,21215.582987047896,647980.1968711106
307,2018-07-18 11:49:00,2018-07-18 13:55:00,2018-07-18 14:24:00,high,0.5869755473898982,19.795465664300625,20843.493920007695,595719.8798438098
308,2018-07-18 13:03:00,2018-07-18 15:10:00,2018-07-18 15:36:00,high,1.0006888259148012,18.286842081059426,21750.60312883486,664862.1013730397
309,2018-07-18 13:35:00,2018-07-18 15:36:00,2018-07-18 16:01:00,high,0.3366193410524387,18.763297617805023,21612.577425293315,605676.7494764135
310,2018-07-18 15:04:00,2018-07-18 17:04:00,2018-07-18 17:28:00,high,0.9381452289498713,19.912602992938854,18712.30184506361,649238.732933728
311,2018-07-18 15:28:00,2018-07-18 17:32:00,2018-07-18 17:52:00,high,1.156231558377288,19.46791211333526,18029.04073847885,685750.6068239439
312,2018-07-18 17:54:00,2018-07-18 19:57:00,2018-07-18 20:18:00,low,1.7174642363645682,19.53279724027428,20652.768356189794,654813.0708827812
313,2018-07-18 17:54:00,2018-07-18 19:58:00,2018-07-18 20:23:00,high,0.37483107661357157,19.718409107754095,21411.0675409427,572192.915954695
314,2018-07-18 22:17:00,2018-07-19 00:26:00,2018-07-19 00:51:00,low,0.3297097141370748,19.68974971655571,22324.93909050678,550761.0006221669
315,2018-07-19 00:29:00,2018-07-19 02:33:00,2018-07-19 02:54:00,low,0.3529432948889224,20.665179620579636,18990.071080434827,583478.0618665707
316,2018-07-19 01:15:00,2018-07-19 03:17:00,2018-07-19 03:45:00,medium,0.5935840402520401,18.906843679189947,19475.213649188787,657252.0653322366
317,2018-07-19 01:33:00,2018-07-19 03:34:00,2018-07-19 03:57:00,high,0.89024295895891,19.773563857882703,20033.03454430755,627690.3664758798
318,2018-07-19 04:26:00,2018-07-19 06:32:00,2018-07-19 06:54:00,low,2.1620622037802817,19.18781275110444,19578.558653852673,697246.2875921354
319,2018-07-19 04:36:00,2018-07-19 06:40:00,2018-07-19 07:08:00,high,6.440461739137229,21.456738580022105,20647.47870375575,652548.8916977667
320,2018-07-19 05:05:00,2018-07-19 07:14:00,2018-07-19 07:38:00,medium,0.46825676693922835,20.04996330073153,19359.35230529319,607597.2027836728
321,2018-07-19 06:56:00,2018-07-19 08:59:00,2018-07-19 09:27:00,high,0.10605796801097685,21.068051133998868,21616.38356243053,474737.6696816132
322,2018-07-19 08:47:00,2018-07-19 10:48:00,2018-07-19 11:15:00,low,1.724017661225542,19.495039001902835,20683.432644035965,656073.3511448314
323,2018-07-19 09:26:00,2018-07-19 11:30:00,2018-07-19 11:59:00,low,0.7382960029225514,19.145262233316963,18704.16236744287,669437.5529388867
324,2018-07-19 11:02:00,2018-07-19 13:04:00,2018-07-19 13:30:00,low,1.317860063579767,20.491914985735818,19917.700717448522,617458.8582570364
325,2018-07-19 12:43:00,2018-07-19 14:50:00,2018-07-19 15:10:00,medium,1.0096910282655327,19.337249539443896,19557.777946408172,658438.4045409511
326,2018-07-19 15:31:00,2018-07-19 17:40:00,2018-07-19 18:01:00,medium,1.050209836673675,19.214811762290566,19543.242766660787,665027.9890790603
327,2018-07-19 15:44:00,2018-07-19 17:50:00,2018-07-19 18:18:00,high,2.2436395445891217,20.718384513946404,20119.967401915295,629460.7160909448
328,2018-07-19 18:55:00,2018-07-19 20:55:00,2018-07-19 21:20:00,low,0.7599296696189098,19.8075104403012,20417.537611101463,612956.8690857068
329,2018-07-19 19:23:00,2018-07-19 21:26:00,2018-07-19 21:53:00,high,0.2172193052380151,19.210403327475174,18579.165162654983,633631.3699439354
330,2018-07-19 20:52:00,2018-07-19 22:53:00,2018-07-19 23:19:00,low,0.13121510483444795,19.301097989360123,20008.805973349732,589108.7512715653
331,2018-07-19 23:08:00,2018-07-20 01:15:00,2018-07-20 01:43:00,medium,3.674042430244897,19.30538251846533,20922.635703659595,700952.3243020235
332,2018-07-20 08:02:00,2018-07-20 10:10:00,2018-07-20 10:39:00,low,0.2612082491836863,18.916769384981848,18789.434298377157,645139.3444604634
333,2018-07-20 09:55:00,2018-07-20 11:57:00,2018-07-20 12:19:00,high,0.2566611964522175,17.91679829991955,20585.30312833095,651237.2022735872
334,2018-07-20 16:22:00,2018-07-20 18:27:00,2018-07-20 18:52:00,high,1.0870454679309645,21.70586747411484,21117.07239386276,534659.2263910222
335,2018-07-20 17:23:00,2018-07-20 19:30:00,2018-07-20 19:57:00,low,0.6496802551292219,19.46199352845585,20075.677577768623,627627.3742526732
336,2018-07-20 19:15:00,2018-07-20 21:20:00,2018-07-20 21:43:00,high,1.2497561902368362,19.840743596459156,18743.582366035145,662365.6310672555
337,2018-07-20 22:24:00,2018-07-21 00:24:00,2018-07-21 00:52:00,high,1.229848972360145,18.53709323035112,20309.664668388497,685806.4641631795
338,2018-07-21 00:10:00,2018-07-21 02:19:00,2018-07-21 02:45:00,low,0.6929020758748454,21.050782581588287,20658.527681420164,553833.4891927689
339,2018-07-21 01:08:00,2018-07-21 03:14:00,2018-07-21 03:38:00,high,0.13546697270318608,18.000495469208882,21512.36040416669,614446.8784184237
340,2018-07-21 03:42:00,2018-07-21 05:48:00,2018-07-21 06:10:00,low,2.1771309696265395,18.584803623926522,18912.137492371512,730677.9784928862
341,2018-07-21 04:30:00,2018-07-21 06:31:00,2018-07-21 06:55:00,medium,0.23527703038486808,19.41801064781987,20567.56380891146,587673.5949746694
342,2018-07-21 09:56:00,2018-07-21 12:02:00,2018-07-21 12:30:00,low,0.5631903438389444,20.81889403692426,19191.516745753892,587645.888433129
343,2018-07-21 10:13:00,2018-07-21 12:20:00,2018-07-21 12:44:00,low,2.433467624213937,20.005099188744257,19840.618458755485,666838.1503069547
344,2018-07-21 15:14:00,2018-07-21 17:17:00,2018-07-21 17:41:00,medium,2.7968908116679043,20.271918544124265,19131.036547203756,675670.0913858779
345,2018-07-21 17:14:00,2018-07-21 19:22:00,2018-07-21 19:43:00,high,0.8640998485762351,19.761966799351267,18968.613011108926,647043.0793430867
346,2018-07-21 19:33:00,2018-07-21 21:40:00,2018-07-21 22:08:00,medium,1.9934392271851793,21.08516993027803,20448.675912144772,602462.0318346671
347,2018-07-21 19:56:00,2018-07-21 21:57:00,2018-07-21 22:17:00,low,1.1505500284744896,20.899207507614957,19693.540077339803,600129.2719276941
348,2018-07-21 20:16:00,2018-07-21 22:20:00,2018-07-21 22:49:00,low,0.6530860361295056,19.266823838414666,19809.75881195253,640482.4512227105
349,2018-07-21 20:29:00,2018-07-21 22:30:00,2018-07-21 22:58:00,medium,0.5856056662619084,18.725806696858875,18919.535811383917,673494.8313549006
350,2018-07-21 20:43:00,2018-07-21 22:49:00,2018-07-21 23:15:00,low,0.12777090305182462,19.859176273941713,18935.107418699037,589796.6790772147
351,2018-07-21 21:16:00,2018-07-21 23:22:00,2018-07-21 23:49:00,low,0.5829611358281968,20.81073863839238,18221.147107752193,610070.974626404
352,2018-07-21 22:20:00,2018-07-22 00:27:00,2018-07-22 00:56:00,high,0.569337555544193,19.68851338407941,18928.439144368152,636253.9137877539
353,2018-07-21 22:49:00,2018-07-22 00:55:00,2018-07-22 01:15:00,low,0.6388325190882006,21.83654974519722,20375.410040875366,525140.3838059803
354,2018-07-21 23:26:00,2018-07-22 01:28:00,2018-07-22 01:48:00,medium,0.36223095099805913,19.403774525590432,18769.127188769457,636133.3495365634
355,2018-07-22 00:15:00,2018-07-22 02:15:00,2018-07-22 02:36:00,low,2.201909351089401,21.055704964861075,19584.97674529284,625272.2150614973
356,2018-07-22 02:01:00,2018-07-22 04:03:00,2018-07-22 04:31:00,medium,0.00965479275740626,19.95200745588422,20295.750993433325,513518.29867417144
357,2018-07-22 03:55:00,2018-07-22 05:56:00,2018-07-22 06:20:00,low,0.09990386033277883,20.36034532704016,19596.277759163695,550456.7535317244
358,2018-07-22 04:56:00,2018-07-22 06:59:00,2018-07-22 07:23:00,high,1.1079869278252408,21.305100464657947,21297.626470895357,548428.2212666526
359,2018-07-22 05:15:00,2018-07-22 07:18:00,2018-07-22 07:38:00,medium,0.5244575155908913,21.05178930484898,20703.45271546052,542649.8851551397
360,2018-07-22 09:53:00,2018-07-22 12:01:00,2018-07-22 12:29:00,low,1.8668959108359462,19.72018489752841,19775.048282602624,666253.7775308597
361,2018-07-22 12:18:00,2018-07-22 14:19:00,2018-07-22 14:40:00,medium,0.37361355323733025,22.500199904039967,20628.270039203322,473711.94017562445
362,2018-07-22 12:52:00,2018-07-22 14:53:00,2018-07-22 15:16:00,low,1.9384525562296262,18.996398936297425,18683.93145904654,713361.215602797
363,2018-07-22 13:13:00,2018-07-22 15:18:00,2018-07-22 15:44:00,high,0.03432008999591939,21.189940928323423,20041.06687401985,487398.7693118892
364,2018-07-22 14:32:00,2018-07-22 16:35:00,2018-07-22 16:56:00,medium,4.856753116373516,18.512230617975625,18865.078591052872,776095.2606437808
